561,12,146,0.717241374,0.999999989,0.896551714,1,0,0,1,4.45890411,10,0,1,0,0,0,0,4,2600,751.8,0,690400,86340,0,4107.320277,1661.160412,0,0,0,0,0,1,0,0,0,0,0,0.020014056,0.53823309,0.020008536,0.401737959,0.020006359,0.468632756,0.059999549,0.054794521,0.020547945,0.727272727,0.272727273,0.282968074,0.1,0.5,-0.429166667,-0.7,-0.1875,0.454545455,0.136363636,0.045454545,0.136363636,4700
92,10,367,0.569014083,0.999999995,0.727272724,14,3,12,0,4.493188011,9,0,0,0,0,0,0,-1,339,179.125,0,843300,271122.2222,0,7325.544013,4720.291175,4000,4000,4000,0,0,1,0,0,0,0,0,0.022223027,0.022265694,0.02222271,0.911045821,0.022242748,0.634461806,0.284114583,0.068119891,0.010899183,0.862068966,0.137931034,0.429666667,0.1,1,-0.3125,-0.5,-0.1,0.2,0.1,0.3,0.1,1200
427,7,2225,0.367208672,0.999999999,0.588762215,15,0,1,0,4.558202247,6,0,0,0,0,1,0,4,1200,286.4,0,843300,191033.3333,0,5357.142857,2950.671721,0,0,0,0,0,0,1,0,0,0,0,0.035439238,0.033487646,0.534009146,0.033732198,0.363331773,0.498877331,0.124737796,0.046741573,0.018876404,0.712328767,0.287671233,0.358521479,0.033333333,1,-0.253482034,-1,-0.05,0.333333333,-0.166666667,0.166666667,0.166666667,2200
554,13,526,0.592380951,0.999999997,0.7652439,12,0,1,0,4.585551331,9,0,1,0,0,0,0,4,2400,582.3333333,0,690400,96933.33333,0,3897.285714,1775.787254,0,0,0,0,0,1,0,0,0,0,0,0.02222289,0.911049477,0.022222676,0.022281431,0.022223526,0.426474201,0.136455774,0.041825095,0.011406844,0.785714286,0.214285714,0.414910468,0.033333333,1,-0.354861111,-0.666666667,-0.125,0,0,0.5,0,51
189,9,246,0.596707816,0.999999994,0.690322576,8,2,2,0,4.577235772,3,0,1,0,0,0,0,-1,65,21,210300,843300,421300,3180.542445,3922.703199,3547.427174,2600,6200,4400,0,0,0,1,0,0,0,0,0.066666673,0.732942869,0.066667524,0.067056251,0.066666683,0.56375,0.233541667,0.06504065,0.012195122,0.842105263,0.157894737,0.4125,0.1,0.8,-0.209722222,-0.291666667,-0.15,0,0,0.5,0,919
520,8,1087,0.388003748,0.999999999,0.519005847,16,3,11,0,5.20699172,10,0,0,0,0,1,0,4,993,331.7,4500,843300,137720,2488.111111,6083.694915,3934.201397,2600,2600,2600,0,1,0,0,0,0,0,0,0.020094959,0.020099276,0.020029307,0.127891404,0.811885055,0.37087585,0.217035147,0.04599816,0.005519779,0.892857143,0.107142857,0.392285714,0.1,1,-0.141666667,-0.166666667,-0.1,0.8,0.4,0.3,0.4,11400
62,11,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,-1,581,200.6557143,77300,843300,524414.2857,3431.328757,9819.575,5960.567686,0,0,0,0,0,0,0,1,0,0,0,0.028571545,0.028581092,0.028571478,0.885704415,0.02857147,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,11400
367,8,1536,0.483122363,0.999999999,0.62065637,9,6,51,0,4.666015625,4,0,1,0,0,0,0,-1,109,26.5,26800,843300,380350,2014.612903,3517.727146,2884.714424,795,10600,3038,1,0,0,0,0,0,0,0,0.050003119,0.799197502,0.050137609,0.050661753,0.050000017,0.41190533,0.016425289,0.022786458,0.020182292,0.53030303,0.46969697,0.362781385,0.033333333,1,-0.34764268,-0.9,-0.05,0,0,0.5,0,381
51,14,337,0.658682633,0.999999995,0.813084108,3,2,1,0,4.860534125,10,0,0,1,0,0,0,-1,3100,485.7142857,0,843300,259330,0,5250,2338.519378,1600,1600,1600,0,1,0,0,0,0,0,0,0.715688093,0.020002804,0.020024212,0.020009097,0.224275793,0.336580087,0.262337662,0.023738872,0,1,0,0.373214286,0.1,1,0,0,0,0,0,0.5,0,2000
21,14,143,0.737588647,0.999999988,0.88095237,4,2,0,0,4.300699301,7,0,0,0,0,0,0,-1,724,281,0,843300,294071.4286,0,9316.136364,3905.835884,987,987,987,0,0,0,1,0,0,0,0,0.028574481,0.028896943,0.028572878,0.762152271,0.151803428,0.43415978,0.155096419,0.048951049,0.006993007,0.875,0.125,0.272294372,0.1,0.5,-0.2,-0.2,-0.2,0.5625,0,0.0625,0,832
708,10,498,0.576131686,0.999999997,0.737179485,17,0,1,0,5.002008032,8,0,0,1,0,0,0,217,533,414,0,51900,19487.5,0,2568.573643,1853.162683,0,0,0,0,0,1,0,0,0,0,0,0.373631719,0.025030657,0.274239206,0.025162138,0.30193628,0.466544325,0.172533173,0.064257028,0.018072289,0.780487805,0.219512195,0.334753788,0.033333333,0.8,-0.233399471,-0.4,-0.071428571,0.95,0.6,0.45,0.6,1300
423,8,457,0.586363635,0.999999997,0.682274245,23,0,1,0,4.949671772,10,0,0,0,0,0,1,4,981,172.5,3400,843300,181770,1368.777778,3728.36971,2530.739254,0,0,0,1,0,0,0,0,0,0,0,0.020683668,0.020029788,0.919146812,0.020132034,0.020007699,0.442563198,0.089315109,0.026258206,0.015317287,0.631578947,0.368421053,0.34077381,0.033333333,0.8,-0.223015873,-0.6,-0.083333333,0,0,0.5,0,805
109,12,1892,0.379639448,0.999999999,0.62781186,2,2,2,4,4.309725159,5,0,1,0,0,0,0,-1,473,187.2,1900,843300,265880,1039.243902,4084.631579,3118.637611,1200,1200,1200,0,0,0,0,0,0,1,1,0.04000103,0.564032935,0.040000402,0.315461234,0.040504399,0.505773638,0.134510153,0.050211416,0.019027484,0.72519084,0.27480916,0.37932422,0.05,1,-0.336243386,-1,-0.05,0.3,0.2,0.2,0.2,992
251,10,581,0.505172413,0.999999997,0.678678677,8,0,1,0,4.752151463,8,0,0,0,0,0,1,-1,3100,748.1428571,0,843300,204437.5,0,4350.75,2584.83933,0,0,0,0,0,0,0,1,0,0,0,0.148583968,0.150417751,0.52659346,0.025003334,0.149401487,0.422945845,0.142250233,0.039586919,0.018932874,0.676470588,0.323529412,0.433592133,0.1,1,-0.197077922,-0.5,-0.05,0,0,0.5,0,1200
625,9,242,0.655462182,0.999999993,0.808219173,5,4,1,0,4.830578512,5,0,1,0,0,0,0,4,440,265.2,13500,690400,170760,1883.702703,4114.818182,2943.08741,3300,3300,3300,0,1,0,0,0,0,0,0,0.041929358,0.591499298,0.285319408,0.041104609,0.040147327,0.355392157,0.227941176,0.053719008,0.008264463,0.866666667,0.133333333,0.323076923,0.033333333,0.5,-0.1625,-0.2,-0.125,0.066666667,0.033333333,0.433333333,0.033333333,1400
402,12,451,0.582568806,0.999999996,0.717391302,19,6,1,1,4.496674058,4,0,1,0,0,0,0,-1,176,43.25,42300,843300,384225,1992.238411,3426.143689,2800.79532,581,766,673.5,1,0,0,0,0,0,0,0,0.050003335,0.052244946,0.050148036,0.797603657,0.050000027,0.459194735,0.027828288,0.046563193,0.031042129,0.6,0.4,0.343877551,0.033333333,0.7,-0.401785714,-1,-0.05,1,0.6,0.5,0.6,633
414,13,387,0.568421051,0.999999996,0.70124481,3,2,1,0,4.669250646,5,0,1,0,0,0,0,4,1700,443.2,5100,843300,258840,2894.432075,4194.886957,3533.404528,4500,4500,4500,0,0,1,0,0,0,0,0,0.040000098,0.839895507,0.040000297,0.040104049,0.040000049,0.508636364,0.140565268,0.043927649,0.012919897,0.772727273,0.227272727,0.398217469,0.05,1,-0.2,-0.5,-0.05,0.166666667,0.125,0.333333333,0.125,1000
624,13,726,0.468706536,0.999999998,0.671641789,8,4,1,0,4.716253444,6,0,0,0,0,0,1,4,1400,551.8,0,690400,232600,0,4644.916667,2902.937306,2300,4900,3600,0,0,1,0,0,0,0,0,0.033334098,0.033334117,0.866561235,0.033333853,0.033436697,0.401232854,0.091072346,0.03030303,0.017906336,0.628571429,0.371428571,0.40414207,0.1,1,-0.270604396,-0.5,-0.05,0,0,0.5,0,973
43,11,1667,0.414765906,0.999999999,0.619195046,18,0,1,0,4.661667666,10,0,0,1,0,0,0,-1,1100,243.5,334,843300,266082.4,334,4274.592408,2548.199799,0,0,0,0,0,1,0,0,0,0,0,0.918801887,0.020003753,0.02003033,0.020011927,0.021152104,0.463261714,0.079329004,0.040791842,0.020995801,0.660194175,0.339805825,0.321245544,0.05,1,-0.25797619,-0.666666667,-0.1,0,0,0.5,0,1300
688,11,965,0.497907949,0.999999998,0.684908788,5,1,1,0,4.92642487,7,0,0,1,0,0,0,217,632,426,0,69100,30085.71429,0,4141.5,2452.020073,1700,1700,1700,0,1,0,0,0,0,0,0,0.885518131,0.02859043,0.028581254,0.028601287,0.028708897,0.506060532,0.269178233,0.074611399,0.006217617,0.923076923,0.076923077,0.418688973,0.033333333,1,-0.183664021,-0.6,-0.05,0.5,0.5,0,0.5,1800
371,15,317,0.581469647,0.999999995,0.742105259,3,2,1,1,4.492113565,6,0,0,0,0,1,0,-1,696,286.8333333,3400,843300,191183.3333,1577.857143,3769.45,3055.877436,9300,9300,9300,0,0,0,1,0,0,0,0,0.033373723,0.033334035,0.033753539,0.033333923,0.866204781,0.402682101,0.085949558,0.022082019,0.018927445,0.538461538,0.461538462,0.408766234,0.136363636,0.5,-0.147420635,-0.2,-0.1,0.507070707,0.045454545,0.007070707,0.045454545,7700
441,8,380,0.616402115,0.999999996,0.802631575,3,2,1,0,4.573684211,6,0,1,0,0,0,0,4,924,363.5,3900,843300,216183.3333,1885.2,4256.144231,3099.910073,1100,1100,1100,0,0,0,1,0,0,0,0,0.033333515,0.866598125,0.0333336,0.033401341,0.033333419,0.529264069,0.189541847,0.055263158,0.013157895,0.807692308,0.192307692,0.393764172,0.1,1,-0.430833333,-0.7,-0.1875,0,0,0.5,0,986
651,4,211,0.655502389,0.999999992,0.809523803,2,1,1,0,4.796208531,6,0,0,1,0,0,0,217,864,438.8,0,617900,143900,0,3254.282788,1911.138265,0,0,0,0,0,0,1,0,0,0,0,0.732594194,0.033337928,0.167287029,0.033335725,0.033445124,0.450643939,0.288901515,0.075829384,0.004739336,0.941176471,0.058823529,0.423626894,0.033333333,0.9,-0.1,-0.1,-0.1,0,0,0.5,0,4800
282,9,1062,0.44654683,0.999999998,0.630293159,8,2,1,0,4.789077213,10,0,0,1,0,0,0,-1,732,282.659,2200,843300,194480,1160,3581.094126,2645.300026,2200,4600,3400,0,1,0,0,0,0,0,0,0.606877399,0.021870723,0.219852809,0.131283822,0.020115247,0.500423538,0.106514722,0.035781544,0.018832392,0.655172414,0.344827586,0.399603554,0.05,1,-0.262599206,-0.7,-0.071428571,0,0,0.5,0,1400
120,10,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,-1,603,288.1428571,0,843300,258587.5,0,6584.138298,3371.259435,0,0,0,0,0,1,0,0,0,0,0,0.025000552,0.025289199,0.025025993,0.899683999,0.025000257,0,0,0,0,0,0,0,0,0,0,0,0,0.535714286,0.285714286,0.035714286,0.285714286,890
437,9,506,0.474541751,0.999999997,0.581168829,9,6,1,0,4.837944664,7,0,0,1,0,0,0,4,518,245.8333333,0,843300,332685.7143,0,3979.809182,2546.91526,11100,11100,11100,1,0,0,0,0,0,0,0,0.885436574,0.028574627,0.028584887,0.028592297,0.028811615,0.3382551,0.181144781,0.063241107,0.009881423,0.864864865,0.135135135,0.317779356,0.033333333,0.6,-0.186111111,-0.4,-0.125,0,0,0.5,0,3100
318,10,615,0.547738693,0.999999998,0.695544553,26,4,11,0,4.871544715,7,0,1,0,0,0,0,-1,397,137,9900,843300,205542.8571,2610.677419,4293.339602,3426.137591,714,1200,957,1,0,0,0,0,0,0,0,0.029193439,0.498644098,0.028702323,0.02876346,0.414696679,0.461947811,0.030526936,0.019512195,0.017886179,0.52173913,0.47826087,0.383030303,0.033333333,1,-0.33459596,-0.7,-0.025,1,0.5,0.5,0.5,921
350,9,1086,0.454376163,0.999999998,0.66558966,10,3,3,0,4.829650092,9,0,0,0,0,0,1,-1,488,125.5,0,843300,227555.5556,0,4268.368904,2581.230943,11700,11700,11700,0,0,0,1,0,0,0,0,0.466958437,0.02224806,0.466140965,0.022257582,0.022394955,0.436897751,0.171314084,0.069060773,0.010128913,0.872093023,0.127906977,0.298286869,0.033333333,0.8,-0.190656566,-0.6,-0.1,0,0,0.5,0,1100
336,8,1106,0.374751491,0.999999998,0.481031866,6,4,11,0,4.506329114,9,0,1,0,0,0,0,-1,745,295.3333333,16100,843300,247811.1111,2483.647059,8860.648456,5171.932234,16100,16100,16100,0,0,0,1,0,0,0,0,0.022231549,0.02252488,0.022278662,0.910742635,0.022222274,0.433075933,0.215363578,0.043399638,0.005424955,0.888888889,0.111111111,0.374652778,0.1,1,-0.195238095,-0.4,-0.05,0,0,0.5,0,1800
424,9,1380,0.46031746,0.999999999,0.593073592,13,2,21,0,4.864492754,9,0,0,0,0,0,1,4,602,225.1666667,0,843300,132744.6667,0,3466.60473,1525.131109,2200,5200,3700,0,0,0,0,0,0,1,1,0.377644181,0.022227471,0.372890894,0.022229635,0.205007819,0.424181951,0.059021797,0.027536232,0.010144928,0.730769231,0.269230769,0.261172249,0.05,0.6,-0.355753968,-1,-0.125,0,0,0.5,0,25900
259,8,859,0.45828295,0.999999998,0.583636363,26,4,22,0,4.884749709,10,1,0,0,0,0,0,-1,3500,1198.333333,0,843300,141940,0,8285.99816,4193.61843,1800,15400,8600,0,0,0,1,0,0,0,0,0.020036064,0.267771122,0.105841076,0.586051114,0.020300624,0.548200979,0.22850401,0.044237485,0.012805588,0.775510204,0.224489796,0.461044657,0.1,1,-0.260606061,-0.7,-0.05,0,0,0.5,0,6400
629,8,663,0.438759689,0.999999998,0.577395576,12,7,18,0,4.494720965,6,0,0,0,0,1,0,4,578,357,2700,690400,180116.6667,1289.8,3437.185628,2338.065201,578,2700,1391,0,0,0,0,1,0,0,0,0.033424335,0.033333979,0.033334034,0.033333499,0.866574153,0.395997856,0.139477662,0.040723982,0.019607843,0.675,0.325,0.355929934,0.033333333,0.8,-0.141896778,-0.3,-0.1,0,0,0.5,0,868
695,10,339,0.6635514,0.999999996,0.735294115,15,4,0,0,4.997050147,10,0,0,0,0,0,0,217,1100,401,0,69100,29370,0,2903.5,1865.057999,741,741,741,0,1,0,0,0,0,0,0,0.020026175,0.020049425,0.325200156,0.614721263,0.020002981,0.516059404,-0.029428211,0.026548673,0.02359882,0.529411765,0.470588235,0.346897547,0.033333333,1,-0.418973214,-1,-0.125,0,0,0.5,0,744
563,7,300,0.665551837,0.999999994,0.842696624,10,0,1,0,4.756666667,9,1,0,0,0,0,0,4,332,139.6666667,0,690400,114933.3333,0,4705.239437,2395.084866,0,0,0,1,0,0,0,0,0,0,0,0.022838102,0.022229273,0.022386127,0.022672343,0.909874155,0.505263158,0.192982456,0.036666667,0.016666667,0.6875,0.3125,0.376515152,0.1,0.8,-0.125,-0.166666667,-0.083333333,0,0,0.5,0,448
141,12,311,0.611650483,0.999999994,0.80813953,3,1,1,4,4.353697749,3,0,0,0,0,0,1,-1,325,107.6666667,24900,843300,336533.3333,2176.990713,3488.823429,2744.773064,1100,1100,1100,0,0,1,0,0,0,0,0,0.066666815,0.06776078,0.399068522,0.067302271,0.399201612,0.545654773,0.107146465,0.048231511,0.025723473,0.652173913,0.347826087,0.376868687,0.05,0.6,-0.318402778,-1,-0.1,0.1,0.05,0.4,0.05,1100
664,11,372,0.543010751,0.999999996,0.650406501,5,1,1,0,5.185483871,6,0,0,0,0,0,1,217,482,359.5,2900,617900,119200,981.2068966,3212.355308,2066.883348,2900,2900,2900,0,0,0,0,1,0,0,0,0.033335598,0.033333391,0.866654155,0.033333357,0.0333435,0.371727273,-0.009181818,0.018817204,0.024193548,0.4375,0.5625,0.227922078,0.136363636,0.5,-0.202777778,-0.5,-0.1,0,0,0.5,0,846
598,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,650,332.1,1900,690400,163540,1275,4882.803601,3326.953839,0,0,0,1,0,0,0,0,0,0,0,0.286307923,0.388841268,0.020002989,0.185676712,0.119171108,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.475,0,0.475,923
452,12,518,0.564154785,0.999999997,0.649717512,20,4,14,0,4.745173745,9,0,1,0,0,0,0,4,2900,754,0,843300,140755.5556,0,4132.478992,1466.629987,1400,9800,5266.666667,0,0,0,0,0,0,1,1,0.022246103,0.911052574,0.02222485,0.022252351,0.022224122,0.360731904,0.113083912,0.036679537,0.019305019,0.655172414,0.344827586,0.363032012,0.0625,1,-0.25,-0.6,-0.05,0.184848485,0.028787879,0.315151515,0.028787879,3600
627,11,697,0.490427098,0.999999998,0.621380845,11,2,1,1,4.74748924,5,0,0,0,0,0,1,4,336,248.4,42700,690400,296320,2259.694203,3432.752252,2950.434934,940,1500,1220,0,0,0,0,0,0,1,1,0.239663999,0.040003496,0.439792794,0.040000227,0.240539484,0.362341003,0.081757389,0.032998565,0.021520803,0.605263158,0.394736842,0.347397892,0.1,0.8,-0.199259259,-0.6,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,1200
190,8,573,0.560073936,0.999999997,0.685552406,48,4,1,0,4.966841187,7,0,0,0,1,0,0,-1,1400,377.5,0,843300,260285.7143,0,4140,3125.749733,5600,8200,6633.333333,0,0,1,0,0,0,0,0,0.030433445,0.028638402,0.883439288,0.028865239,0.028623626,0.537001181,0.235367104,0.062827225,0.013961606,0.818181818,0.181818182,0.348169192,0.033333333,1,-0.346428571,-0.7,-0.071428571,0,0,0.5,0,1800
344,9,348,0.530434781,0.999999995,0.712820509,8,4,1,0,4.67816092,4,0,0,1,0,0,0,-1,435,217.6475,971,843300,384867.75,687.6,3574.279763,2186.11352,829,2500,1386,0,0,1,0,0,0,0,0,0.799997957,0.050000807,0.05000044,0.050000456,0.05000034,0.260294118,0.024509804,0.002873563,0.014367816,0.166666667,0.833333333,0.7,0.7,0.7,-0.216666667,-0.5,-0.05,0.5,0.5,0,0.5,629
105,9,328,0.582781455,0.999999996,0.597457625,40,2,1,0,5.173780488,4,0,0,1,0,0,0,-1,0,-1,17600,843300,401125,2601.198423,4165.464286,3360.703478,10100,17600,13850,0,0,0,1,0,0,0,0,0.331527351,0.050000514,0.050035216,0.050000102,0.518436816,0.444352617,0.23815427,0.021341463,0.00304878,0.875,0.125,0.381385281,0.1,0.5,-0.05,-0.05,-0.05,0,0,0.5,0,31300
260,11,735,0.562064155,0.999999998,0.757505772,14,2,12,0,4.514285714,5,0,1,0,0,0,0,-1,149,53,0,843300,260260,0,4090.2813,2831.61141,901,1500,1200.5,0,0,1,0,0,0,0,0,0.040002387,0.839889401,0.040001683,0.040105428,0.040001099,0.534924242,0.209954545,0.040816327,0.012244898,0.769230769,0.230769231,0.464924242,0.1,1,-0.283333333,-0.5,-0.1,0,0,0.5,0,1100
231,10,1680,0.423985463,0.999999999,0.61469712,27,3,0,24,4.686309524,10,0,0,0,0,0,0,-1,693,202.0655556,0,843300,374950,0,7320.264729,4168.929799,4500,31500,14100,0,0,0,1,0,0,0,0,0.020000892,0.128247043,0.020028471,0.81170695,0.020016644,0.419383198,0.119940283,0.0375,0.02202381,0.63,0.37,0.41531265,0.1,1,-0.260385523,-0.7,-0.05,0.5,0.375,0,0.375,1500
683,11,303,0.579999998,0.999999995,0.715846991,4,0,1,1,4.554455446,7,0,0,0,0,1,0,217,462,335.8571429,7000,80400,37942.85714,2308.8,3777.929134,2774.581912,0,0,0,0,0,0,0,0,0,1,1,0.028582919,0.171541367,0.028576187,0.028572885,0.742726643,0.325332723,0.178330281,0.04290429,0.01650165,0.722222222,0.277777778,0.514139194,0.1,1,-0.276111111,-0.5,-0.125,1,0,0.5,0,3200
386,9,986,0.452479338,0.999999998,0.643356642,26,1,1,0,4.971602434,8,0,0,1,0,0,0,-1,296,91.8975,17900,843300,363400,2390.407407,5547.384007,3420.457709,12800,12800,12800,0,0,1,0,0,0,0,0,0.76493036,0.025015768,0.02500879,0.02502357,0.160021512,0.520002405,0.27600469,0.082150101,0.010141988,0.89010989,0.10989011,0.412059751,0.033333333,1,-0.316666667,-0.5,-0.05,0,0,0.5,0,2700
334,6,181,0.561111108,0.999999992,0.627118639,23,3,20,0,5.44198895,7,0,0,0,0,0,0,-1,498,191,10300,843300,338728.5714,2727.275862,9053.253333,5704.878573,1400,3600,2500,0,0,0,0,0,1,0,1,0.184956403,0.028582389,0.028607284,0.728933775,0.028920149,0.730864198,0.061882716,0.022099448,0.027624309,0.444444444,0.555555556,0.65,0.5,0.8,-0.408611111,-1,-0.1,0,0,0.5,0,1400
86,8,281,0.611721609,0.999999994,0.729281764,6,1,1,0,4.935943061,4,0,0,0,0,0,1,-1,0,-1,6000,843300,268875,1273.901639,3451.918966,2321.534948,5100,5100,5100,0,1,0,0,0,0,0,0,0.05000075,0.05000006,0.799995549,0.050000021,0.050003621,0.303862804,0.025724276,0.014234875,0.007117438,0.666666667,0.333333333,0.233603896,0.1,0.357142857,-0.25,-0.3,-0.2,0,0,0.5,0,908
74,10,638,0.503215433,0.999999998,0.614832534,28,4,11,0,4.89968652,10,0,0,0,0,1,0,-1,10300,1308.625,0,843300,196780,0,10300,3449.111935,8600,8600,8600,0,0,0,0,0,0,1,1,0.020124764,0.020041338,0.020010392,0.075478472,0.864345034,0.568666667,0.313833333,0.053291536,0.006269592,0.894736842,0.105263158,0.50127451,0.1,1,-0.272916667,-0.4,-0.125,0.9,0.9,0.4,0.9,7300
